Staff_ID,Staff_Type,Shift_Date,Shift_Start_Time,Shift_End_Time,Current_Assignment,Hours_Worked,Patients_Assigned,Overtime_Hours,Shift_Start_Time_Parsed,Shift_End_Time_Parsed,Shift_Duration_Hours,Flag_HoursExceedShift,Expected_OT
S234,Technician,2024-10-26,06:00 PM,06:00 AM,ICU,11,5,2,18:00:00,06:00:00,12.0,False,3
S235,Surgeon,2024-10-24,07:00 AM,06:00 PM,ICU,9,1,1,07:00:00,18:00:00,11.0,False,1
S236,Nurse,2024-10-14,08:00 AM,06:00 PM,ER,9,6,0,08:00:00,18:00:00,10.0,False,1
S237,Surgeon,2024-10-15,07:00 AM,06:00 PM,ER,11,7,3,07:00:00,18:00:00,11.0,False,3
S238,Surgeon,2024-10-05,08:00 AM,07:00 PM,ER,8,5,0,08:00:00,19:00:00,11.0,False,0
S239,Nurse,2024-10-06,07:00 AM,06:00 PM,General Ward,9,7,4,07:00:00,18:00:00,11.0,False,1
S240,Nurse,2024-10-18,06:00 PM,06:00 PM,ICU,8,7,1,18:00:00,18:00:00,0.0,True,0
S241,Nurse,2024-10-23,08:00 AM,07:00 PM,General Ward,10,7,4,08:00:00,19:00:00,11.0,False,2
S242,Nurse,2024-10-17,06:00 PM,06:00 AM,General Ward,9,7,0,18:00:00,06:00:00,12.0,False,1
S243,Surgeon,2024-10-14,08:00 AM,06:00 PM,ICU,11,2,0,08:00:00,18:00:00,10.0,True,3
S244,Surgeon,2024-10-26,07:00 AM,06:00 PM,ER,8,3,2,07:00:00,18:00:00,11.0,False,0
S245,Nurse,2024-10-21,07:00 AM,06:00 PM,ICU,10,9,2,07:00:00,18:00:00,11.0,False,2
S246,Surgeon,2024-10-24,06:00 PM,06:00 AM,ER,10,7,0,18:00:00,06:00:00,12.0,False,2
S247,Technician,2024-10-04,08:00 AM,06:00 PM,ICU,8,4,0,08:00:00,18:00:00,10.0,False,0
S248,Nurse,2024-10-28,07:00 AM,06:00 AM,ER,10,8,3,07:00:00,06:00:00,23.0,False,2
S249,Technician,2024-10-15,06:00 PM,06:00 AM,ER,11,1,4,18:00:00,06:00:00,12.0,False,3
S250,Technician,2024-10-08,06:00 PM,07:00 PM,General Ward,9,6,3,18:00:00,19:00:00,1.0,True,1
S251,Technician,2024-10-23,08:00 AM,06:00 AM,ER,11,3,2,08:00:00,06:00:00,22.0,False,3
S252,Technician,2024-10-12,08:00 AM,06:00 PM,ER,9,6,2,08:00:00,18:00:00,10.0,False,1
S253,Technician,2024-10-26,06:00 PM,07:00 PM,ICU,10,8,3,18:00:00,19:00:00,1.0,True,2
S254,Nurse,2024-10-25,07:00 AM,07:00 PM,ER,8,6,2,07:00:00,19:00:00,12.0,False,0
S255,Technician,2024-10-03,08:00 AM,06:00 AM,ER,11,1,3,08:00:00,06:00:00,22.0,False,3
S256,Nurse,2024-10-19,07:00 AM,07:00 PM,ER,10,1,1,07:00:00,19:00:00,12.0,False,2
S257,Surgeon,2024-10-11,06:00 PM,06:00 PM,ER,9,3,0,18:00:00,18:00:00,0.0,True,1
S258,Surgeon,2024-10-17,07:00 AM,06:00 PM,ER,9,3,4,07:00:00,18:00:00,11.0,False,1
S259,Technician,2024-10-28,06:00 PM,06:00 AM,ER,9,6,4,18:00:00,06:00:00,12.0,False,1
S260,Surgeon,2024-10-19,07:00 AM,06:00 AM,General Ward,11,7,4,07:00:00,06:00:00,23.0,False,3
S261,Nurse,2024-10-09,08:00 AM,06:00 PM,General Ward,8,5,2,08:00:00,18:00:00,10.0,False,0
S262,Nurse,2024-10-09,06:00 PM,07:00 PM,ICU,8,8,2,18:00:00,19:00:00,1.0,True,0
S263,Technician,2024-10-22,08:00 AM,06:00 PM,General Ward,8,3,1,08:00:00,18:00:00,10.0,False,0
S264,Surgeon,2024-10-22,06:00 PM,06:00 AM,ICU,11,8,1,18:00:00,06:00:00,12.0,False,3
S265,Technician,2024-10-03,06:00 PM,06:00 PM,ICU,8,3,2,18:00:00,18:00:00,0.0,True,0
S266,Surgeon,2024-10-18,07:00 AM,06:00 AM,ER,10,5,0,07:00:00,06:00:00,23.0,False,2
S267,Technician,2024-10-19,07:00 AM,07:00 PM,ICU,11,9,2,07:00:00,19:00:00,12.0,False,3
S268,Surgeon,2024-10-05,08:00 AM,06:00 PM,ER,10,6,3,08:00:00,18:00:00,10.0,False,2
S269,Nurse,2024-10-09,06:00 PM,06:00 AM,ICU,9,8,2,18:00:00,06:00:00,12.0,False,1
S270,Technician,2024-10-14,06:00 PM,07:00 PM,General Ward,9,7,0,18:00:00,19:00:00,1.0,True,1
S271,Technician,2024-10-12,08:00 AM,06:00 PM,ER,9,7,2,08:00:00,18:00:00,10.0,False,1
S272,Surgeon,2024-10-16,07:00 AM,06:00 PM,General Ward,8,1,2,07:00:00,18:00:00,11.0,False,0
S273,Technician,2024-10-03,08:00 AM,06:00 PM,ER,11,2,2,08:00:00,18:00:00,10.0,True,3
S274,Surgeon,2024-10-16,06:00 PM,07:00 PM,ER,10,3,1,18:00:00,19:00:00,1.0,True,2
S275,Technician,2024-10-10,06:00 PM,06:00 AM,ER,9,1,2,18:00:00,06:00:00,12.0,False,1
S276,Technician,2024-10-28,06:00 PM,06:00 AM,General Ward,11,9,3,18:00:00,06:00:00,12.0,False,3
S277,Technician,2024-10-17,08:00 AM,06:00 AM,General Ward,10,9,3,08:00:00,06:00:00,22.0,False,2
S278,Surgeon,2024-10-13,06:00 PM,07:00 PM,ER,11,3,4,18:00:00,19:00:00,1.0,True,3
S279,Nurse,2024-10-06,08:00 AM,06:00 AM,ICU,8,7,1,08:00:00,06:00:00,22.0,False,0
S280,Surgeon,2024-10-18,08:00 AM,06:00 AM,ICU,8,9,0,08:00:00,06:00:00,22.0,False,0
S281,Nurse,2024-10-14,06:00 PM,06:00 PM,ICU,11,1,3,18:00:00,18:00:00,0.0,True,3
S282,Technician,2024-10-24,07:00 AM,06:00 PM,ER,11,5,1,07:00:00,18:00:00,11.0,False,3
S283,Surgeon,2024-10-25,08:00 AM,07:00 PM,ER,9,3,0,08:00:00,19:00:00,11.0,False,1
S284,Surgeon,2024-10-22,06:00 PM,07:00 PM,ER,8,1,3,18:00:00,19:00:00,1.0,True,0
S285,Surgeon,2024-10-25,08:00 AM,06:00 PM,ER,9,4,0,08:00:00,18:00:00,10.0,False,1
S286,Nurse,2024-10-04,06:00 PM,06:00 AM,General Ward,11,8,1,18:00:00,06:00:00,12.0,False,3
S287,Nurse,2024-10-14,07:00 AM,07:00 PM,General Ward,10,5,4,07:00:00,19:00:00,12.0,False,2
S288,Technician,2024-10-05,07:00 AM,06:00 AM,General Ward,10,5,4,07:00:00,06:00:00,23.0,False,2
S289,Technician,2024-10-20,08:00 AM,06:00 PM,ER,11,4,1,08:00:00,18:00:00,10.0,True,3
S290,Surgeon,2024-10-17,06:00 PM,07:00 PM,ICU,11,2,1,18:00:00,19:00:00,1.0,True,3
S291,Nurse,2024-10-01,08:00 AM,06:00 AM,General Ward,9,1,4,08:00:00,06:00:00,22.0,False,1
S292,Surgeon,2024-10-15,08:00 AM,06:00 AM,ER,9,7,2,08:00:00,06:00:00,22.0,False,1
S293,Technician,2024-10-04,07:00 AM,06:00 PM,ER,8,2,2,07:00:00,18:00:00,11.0,False,0
S294,Surgeon,2024-10-04,07:00 AM,06:00 AM,ER,11,2,2,07:00:00,06:00:00,23.0,False,3
S295,Surgeon,2024-10-28,08:00 AM,06:00 AM,General Ward,9,9,0,08:00:00,06:00:00,22.0,False,1
S296,Nurse,2024-10-13,08:00 AM,06:00 PM,ER,9,3,2,08:00:00,18:00:00,10.0,False,1
S297,Nurse,2024-10-15,06:00 PM,06:00 PM,General Ward,8,2,4,18:00:00,18:00:00,0.0,True,0
S298,Nurse,2024-10-22,06:00 PM,06:00 AM,ICU,11,3,2,18:00:00,06:00:00,12.0,False,3
S299,Nurse,2024-10-09,07:00 AM,06:00 AM,ER,8,6,3,07:00:00,06:00:00,23.0,False,0
S300,Surgeon,2024-10-09,06:00 PM,06:00 PM,General Ward,10,8,4,18:00:00,18:00:00,0.0,True,2
S301,Technician,2024-10-23,08:00 AM,06:00 PM,ICU,10,3,4,08:00:00,18:00:00,10.0,False,2
S302,Surgeon,2024-10-20,06:00 PM,06:00 PM,ER,8,6,2,18:00:00,18:00:00,0.0,True,0
S303,Technician,2024-10-19,07:00 AM,06:00 PM,General Ward,10,5,4,07:00:00,18:00:00,11.0,False,2
S304,Nurse,2024-10-20,06:00 PM,06:00 PM,ER,10,9,3,18:00:00,18:00:00,0.0,True,2
S305,Nurse,2024-10-21,06:00 PM,07:00 PM,ER,10,6,0,18:00:00,19:00:00,1.0,True,2
S306,Nurse,2024-10-01,08:00 AM,07:00 PM,ER,10,4,1,08:00:00,19:00:00,11.0,False,2
S307,Technician,2024-10-20,06:00 PM,06:00 PM,ICU,8,5,1,18:00:00,18:00:00,0.0,True,0
S308,Surgeon,2024-10-21,06:00 PM,06:00 AM,ER,11,5,3,18:00:00,06:00:00,12.0,False,3
S309,Surgeon,2024-10-13,08:00 AM,07:00 PM,ICU,8,4,3,08:00:00,19:00:00,11.0,False,0
S310,Nurse,2024-10-24,06:00 PM,06:00 AM,General Ward,8,2,1,18:00:00,06:00:00,12.0,False,0
S311,Nurse,2024-10-29,07:00 AM,06:00 PM,ER,11,6,1,07:00:00,18:00:00,11.0,False,3
S312,Surgeon,2024-10-23,06:00 PM,06:00 AM,ICU,10,7,4,18:00:00,06:00:00,12.0,False,2
S313,Technician,2024-10-18,07:00 AM,06:00 AM,General Ward,9,9,1,07:00:00,06:00:00,23.0,False,1
S314,Technician,2024-10-09,08:00 AM,06:00 AM,General Ward,10,7,0,08:00:00,06:00:00,22.0,False,2
S315,Technician,2024-10-03,07:00 AM,06:00 AM,ICU,9,6,4,07:00:00,06:00:00,23.0,False,1
S316,Technician,2024-10-12,07:00 AM,07:00 PM,General Ward,8,5,2,07:00:00,19:00:00,12.0,False,0
S317,Surgeon,2024-10-26,07:00 AM,07:00 PM,ER,8,8,1,07:00:00,19:00:00,12.0,False,0
S318,Nurse,2024-10-25,06:00 PM,06:00 PM,ER,8,1,3,18:00:00,18:00:00,0.0,True,0
S319,Technician,2024-10-22,08:00 AM,06:00 AM,General Ward,11,5,0,08:00:00,06:00:00,22.0,False,3
S320,Nurse,2024-10-23,06:00 PM,06:00 PM,General Ward,11,4,4,18:00:00,18:00:00,0.0,True,3
S321,Nurse,2024-10-01,06:00 PM,06:00 PM,ER,11,1,0,18:00:00,18:00:00,0.0,True,3
S322,Nurse,2024-10-15,06:00 PM,06:00 AM,General Ward,9,3,2,18:00:00,06:00:00,12.0,False,1
S323,Technician,2024-10-16,07:00 AM,06:00 PM,ICU,11,6,4,07:00:00,18:00:00,11.0,False,3
S324,Surgeon,2024-10-08,08:00 AM,06:00 AM,General Ward,11,4,1,08:00:00,06:00:00,22.0,False,3
S325,Surgeon,2024-10-12,06:00 PM,06:00 PM,General Ward,11,1,2,18:00:00,18:00:00,0.0,True,3
S326,Technician,2024-10-05,08:00 AM,07:00 PM,General Ward,10,1,3,08:00:00,19:00:00,11.0,False,2
S327,Nurse,2024-10-15,08:00 AM,07:00 PM,ER,9,4,0,08:00:00,19:00:00,11.0,False,1
S328,Nurse,2024-10-29,07:00 AM,06:00 AM,ER,8,4,0,07:00:00,06:00:00,23.0,False,0
S329,Surgeon,2024-10-22,06:00 PM,06:00 AM,General Ward,8,8,0,18:00:00,06:00:00,12.0,False,0
S330,Technician,2024-10-14,08:00 AM,06:00 AM,ER,11,5,4,08:00:00,06:00:00,22.0,False,3
S331,Nurse,2024-10-21,06:00 PM,06:00 PM,General Ward,11,8,0,18:00:00,18:00:00,0.0,True,3
S332,Nurse,2024-10-10,06:00 PM,06:00 PM,ER,8,9,0,18:00:00,18:00:00,0.0,True,0
S333,Surgeon,2024-10-01,06:00 PM,06:00 AM,ER,9,7,1,18:00:00,06:00:00,12.0,False,1
S334,Technician,2024-10-10,08:00 AM,06:00 PM,ICU,9,1,1,08:00:00,18:00:00,10.0,False,1
S335,Nurse,2024-10-27,07:00 AM,06:00 PM,ICU,10,1,1,07:00:00,18:00:00,11.0,False,2
S336,Technician,2024-10-29,08:00 AM,06:00 PM,General Ward,8,4,1,08:00:00,18:00:00,10.0,False,0
S337,Surgeon,2024-10-17,07:00 AM,07:00 PM,General Ward,11,1,1,07:00:00,19:00:00,12.0,False,3
S338,Surgeon,2024-10-25,07:00 AM,06:00 PM,General Ward,11,6,2,07:00:00,18:00:00,11.0,False,3
S339,Technician,2024-10-05,08:00 AM,07:00 PM,General Ward,11,4,2,08:00:00,19:00:00,11.0,False,3
S340,Technician,2024-10-07,08:00 AM,06:00 PM,ER,8,6,0,08:00:00,18:00:00,10.0,False,0
S341,Surgeon,2024-10-21,06:00 PM,06:00 AM,ER,9,5,1,18:00:00,06:00:00,12.0,False,1
S342,Surgeon,2024-10-15,07:00 AM,07:00 PM,ER,9,5,0,07:00:00,19:00:00,12.0,False,1
S343,Surgeon,2024-10-07,08:00 AM,06:00 AM,General Ward,8,8,2,08:00:00,06:00:00,22.0,False,0
S344,Surgeon,2024-10-28,07:00 AM,07:00 PM,ICU,9,6,0,07:00:00,19:00:00,12.0,False,1
S345,Surgeon,2024-10-21,07:00 AM,07:00 PM,ICU,11,3,3,07:00:00,19:00:00,12.0,False,3
S346,Nurse,2024-10-08,08:00 AM,06:00 PM,General Ward,11,7,4,08:00:00,18:00:00,10.0,True,3
S347,Nurse,2024-10-06,07:00 AM,06:00 AM,ICU,10,5,2,07:00:00,06:00:00,23.0,False,2
S348,Nurse,2024-10-15,08:00 AM,06:00 PM,ICU,8,7,2,08:00:00,18:00:00,10.0,False,0
S349,Technician,2024-10-03,08:00 AM,06:00 AM,ICU,11,9,3,08:00:00,06:00:00,22.0,False,3
S350,Surgeon,2024-10-08,08:00 AM,06:00 PM,General Ward,9,6,4,08:00:00,18:00:00,10.0,False,1
S351,Technician,2024-10-20,06:00 PM,07:00 PM,ER,8,3,1,18:00:00,19:00:00,1.0,True,0
S352,Nurse,2024-10-22,06:00 PM,06:00 PM,ICU,10,5,4,18:00:00,18:00:00,0.0,True,2
S353,Technician,2024-10-17,06:00 PM,06:00 PM,ER,10,1,3,18:00:00,18:00:00,0.0,True,2
S354,Technician,2024-10-24,07:00 AM,06:00 AM,General Ward,8,3,4,07:00:00,06:00:00,23.0,False,0
S355,Surgeon,2024-10-23,06:00 PM,07:00 PM,General Ward,9,7,3,18:00:00,19:00:00,1.0,True,1
S356,Surgeon,2024-10-24,07:00 AM,06:00 AM,ER,8,5,3,07:00:00,06:00:00,23.0,False,0
S357,Nurse,2024-10-16,08:00 AM,07:00 PM,General Ward,8,9,1,08:00:00,19:00:00,11.0,False,0
S358,Surgeon,2024-10-09,07:00 AM,07:00 PM,General Ward,9,8,1,07:00:00,19:00:00,12.0,False,1
S359,Technician,2024-10-07,08:00 AM,07:00 PM,ICU,8,1,4,08:00:00,19:00:00,11.0,False,0
S360,Nurse,2024-10-02,08:00 AM,07:00 PM,General Ward,8,2,1,08:00:00,19:00:00,11.0,False,0
S361,Technician,2024-10-28,08:00 AM,06:00 PM,ICU,11,5,2,08:00:00,18:00:00,10.0,True,3
S362,Surgeon,2024-10-10,08:00 AM,06:00 AM,General Ward,10,9,4,08:00:00,06:00:00,22.0,False,2
S363,Surgeon,2024-10-14,08:00 AM,06:00 AM,ICU,10,1,0,08:00:00,06:00:00,22.0,False,2
S364,Technician,2024-10-20,08:00 AM,06:00 PM,ICU,9,9,4,08:00:00,18:00:00,10.0,False,1
S365,Surgeon,2024-10-21,06:00 PM,06:00 PM,ICU,10,1,2,18:00:00,18:00:00,0.0,True,2
S366,Nurse,2024-10-18,07:00 AM,07:00 PM,ER,9,2,0,07:00:00,19:00:00,12.0,False,1
S367,Surgeon,2024-10-24,06:00 PM,06:00 PM,ER,9,1,4,18:00:00,18:00:00,0.0,True,1
S368,Nurse,2024-10-09,06:00 PM,06:00 PM,ER,9,8,3,18:00:00,18:00:00,0.0,True,1
S369,Technician,2024-10-04,07:00 AM,07:00 PM,General Ward,8,8,3,07:00:00,19:00:00,12.0,False,0
S370,Nurse,2024-10-01,06:00 PM,06:00 AM,ICU,10,6,0,18:00:00,06:00:00,12.0,False,2
S371,Nurse,2024-10-17,06:00 PM,07:00 PM,ICU,11,2,0,18:00:00,19:00:00,1.0,True,3
S372,Nurse,2024-10-06,08:00 AM,06:00 PM,ER,11,1,1,08:00:00,18:00:00,10.0,True,3
S373,Nurse,2024-10-02,08:00 AM,06:00 PM,ER,11,9,4,08:00:00,18:00:00,10.0,True,3
S374,Surgeon,2024-10-01,06:00 PM,06:00 AM,General Ward,11,8,2,18:00:00,06:00:00,12.0,False,3
S375,Surgeon,2024-10-23,07:00 AM,07:00 PM,General Ward,11,1,0,07:00:00,19:00:00,12.0,False,3
S376,Nurse,2024-10-12,08:00 AM,06:00 AM,ER,9,5,0,08:00:00,06:00:00,22.0,False,1
S377,Nurse,2024-10-09,06:00 PM,06:00 PM,General Ward,11,1,1,18:00:00,18:00:00,0.0,True,3
S378,Technician,2024-10-20,06:00 PM,06:00 AM,General Ward,9,1,4,18:00:00,06:00:00,12.0,False,1
S379,Surgeon,2024-10-29,06:00 PM,06:00 AM,General Ward,8,5,1,18:00:00,06:00:00,12.0,False,0
S380,Surgeon,2024-10-20,08:00 AM,07:00 PM,ER,11,3,0,08:00:00,19:00:00,11.0,False,3
S381,Surgeon,2024-10-29,06:00 PM,06:00 PM,ER,10,5,3,18:00:00,18:00:00,0.0,True,2
S382,Technician,2024-10-03,06:00 PM,06:00 AM,ER,10,2,0,18:00:00,06:00:00,12.0,False,2
S383,Surgeon,2024-10-09,06:00 PM,07:00 PM,ICU,10,7,1,18:00:00,19:00:00,1.0,True,2
S384,Technician,2024-10-25,07:00 AM,06:00 AM,ER,11,4,2,07:00:00,06:00:00,23.0,False,3
S385,Nurse,2024-10-04,08:00 AM,06:00 PM,ER,11,9,4,08:00:00,18:00:00,10.0,True,3
S386,Nurse,2024-10-28,06:00 PM,06:00 PM,ER,10,4,1,18:00:00,18:00:00,0.0,True,2
S387,Technician,2024-10-21,07:00 AM,07:00 PM,ICU,10,2,2,07:00:00,19:00:00,12.0,False,2
S388,Nurse,2024-10-19,06:00 PM,07:00 PM,General Ward,11,5,3,18:00:00,19:00:00,1.0,True,3
S389,Surgeon,2024-10-06,06:00 PM,06:00 AM,ER,10,6,2,18:00:00,06:00:00,12.0,False,2
S390,Nurse,2024-10-07,07:00 AM,06:00 PM,ER,8,4,2,07:00:00,18:00:00,11.0,False,0
S391,Nurse,2024-10-20,06:00 PM,06:00 AM,ER,11,3,4,18:00:00,06:00:00,12.0,False,3
S392,Surgeon,2024-10-01,06:00 PM,06:00 PM,ER,11,3,4,18:00:00,18:00:00,0.0,True,3
S393,Nurse,2024-10-19,07:00 AM,07:00 PM,ICU,11,9,2,07:00:00,19:00:00,12.0,False,3
S394,Technician,2024-10-19,06:00 PM,06:00 AM,General Ward,8,6,1,18:00:00,06:00:00,12.0,False,0
S395,Surgeon,2024-10-29,08:00 AM,06:00 AM,General Ward,8,8,0,08:00:00,06:00:00,22.0,False,0
S396,Nurse,2024-10-21,07:00 AM,07:00 PM,ICU,10,5,0,07:00:00,19:00:00,12.0,False,2
S397,Surgeon,2024-10-18,06:00 PM,06:00 AM,ICU,10,8,1,18:00:00,06:00:00,12.0,False,2
S398,Surgeon,2024-10-03,08:00 AM,06:00 AM,ICU,10,3,3,08:00:00,06:00:00,22.0,False,2
S399,Technician,2024-10-05,06:00 PM,06:00 PM,ICU,8,1,1,18:00:00,18:00:00,0.0,True,0
S400,Technician,2024-10-18,07:00 AM,06:00 PM,ICU,10,4,0,07:00:00,18:00:00,11.0,False,2
S401,Nurse,2024-10-19,06:00 PM,06:00 AM,ICU,10,6,4,18:00:00,06:00:00,12.0,False,2
S402,Surgeon,2024-10-28,08:00 AM,06:00 PM,ER,10,8,4,08:00:00,18:00:00,10.0,False,2
S403,Nurse,2024-10-24,06:00 PM,06:00 AM,ICU,9,4,4,18:00:00,06:00:00,12.0,False,1
S404,Surgeon,2024-10-25,06:00 PM,06:00 AM,ER,9,6,4,18:00:00,06:00:00,12.0,False,1
S405,Technician,2024-10-24,06:00 PM,06:00 AM,General Ward,10,7,4,18:00:00,06:00:00,12.0,False,2
S406,Nurse,2024-10-10,08:00 AM,06:00 AM,General Ward,8,3,2,08:00:00,06:00:00,22.0,False,0
S407,Nurse,2024-10-02,08:00 AM,06:00 PM,General Ward,10,5,3,08:00:00,18:00:00,10.0,False,2
S408,Surgeon,2024-10-14,06:00 PM,06:00 PM,ER,8,7,4,18:00:00,18:00:00,0.0,True,0
S409,Technician,2024-10-19,06:00 PM,06:00 PM,General Ward,9,7,3,18:00:00,18:00:00,0.0,True,1
S410,Technician,2024-10-08,07:00 AM,06:00 PM,ICU,9,1,3,07:00:00,18:00:00,11.0,False,1
S411,Technician,2024-10-23,07:00 AM,07:00 PM,ER,10,2,2,07:00:00,19:00:00,12.0,False,2
S412,Technician,2024-10-01,08:00 AM,06:00 PM,General Ward,9,9,3,08:00:00,18:00:00,10.0,False,1
S413,Technician,2024-10-18,07:00 AM,06:00 PM,General Ward,10,4,1,07:00:00,18:00:00,11.0,False,2
S414,Surgeon,2024-10-26,06:00 PM,06:00 PM,ICU,10,4,0,18:00:00,18:00:00,0.0,True,2
S415,Surgeon,2024-10-09,07:00 AM,06:00 AM,General Ward,8,6,4,07:00:00,06:00:00,23.0,False,0
S416,Technician,2024-10-02,08:00 AM,06:00 PM,ER,8,2,4,08:00:00,18:00:00,10.0,False,0
S417,Nurse,2024-10-04,08:00 AM,07:00 PM,ICU,9,6,4,08:00:00,19:00:00,11.0,False,1
S418,Technician,2024-10-22,06:00 PM,06:00 AM,General Ward,9,9,2,18:00:00,06:00:00,12.0,False,1
S419,Surgeon,2024-10-04,08:00 AM,06:00 PM,General Ward,11,5,0,08:00:00,18:00:00,10.0,True,3
S420,Nurse,2024-10-22,07:00 AM,06:00 PM,ICU,10,6,4,07:00:00,18:00:00,11.0,False,2
S421,Surgeon,2024-10-27,08:00 AM,06:00 AM,ICU,10,4,0,08:00:00,06:00:00,22.0,False,2
S422,Technician,2024-10-04,06:00 PM,07:00 PM,ICU,9,7,1,18:00:00,19:00:00,1.0,True,1
S423,Surgeon,2024-10-22,07:00 AM,06:00 PM,ICU,8,7,1,07:00:00,18:00:00,11.0,False,0
S424,Technician,2024-10-27,08:00 AM,07:00 PM,ICU,8,6,4,08:00:00,19:00:00,11.0,False,0
S425,Technician,2024-10-04,07:00 AM,06:00 PM,General Ward,9,7,4,07:00:00,18:00:00,11.0,False,1
S426,Surgeon,2024-10-28,07:00 AM,07:00 PM,ER,9,5,1,07:00:00,19:00:00,12.0,False,1
S427,Surgeon,2024-10-24,07:00 AM,06:00 PM,ICU,9,8,1,07:00:00,18:00:00,11.0,False,1
S428,Technician,2024-10-12,06:00 PM,07:00 PM,ER,11,2,0,18:00:00,19:00:00,1.0,True,3
S429,Technician,2024-10-09,08:00 AM,07:00 PM,General Ward,9,8,1,08:00:00,19:00:00,11.0,False,1
S430,Technician,2024-10-28,06:00 PM,07:00 PM,ER,9,3,4,18:00:00,19:00:00,1.0,True,1
S431,Surgeon,2024-10-26,06:00 PM,06:00 AM,ER,10,1,1,18:00:00,06:00:00,12.0,False,2
S432,Technician,2024-10-24,08:00 AM,06:00 AM,ER,11,5,0,08:00:00,06:00:00,22.0,False,3
S433,Nurse,2024-10-02,08:00 AM,07:00 PM,General Ward,9,2,3,08:00:00,19:00:00,11.0,False,1
S434,Nurse,2024-10-15,07:00 AM,06:00 PM,ICU,10,6,3,07:00:00,18:00:00,11.0,False,2
S435,Surgeon,2024-10-24,08:00 AM,06:00 PM,ICU,9,7,0,08:00:00,18:00:00,10.0,False,1
S436,Technician,2024-10-26,08:00 AM,06:00 AM,ICU,10,4,0,08:00:00,06:00:00,22.0,False,2
S437,Surgeon,2024-10-26,08:00 AM,06:00 PM,ER,9,1,4,08:00:00,18:00:00,10.0,False,1
S438,Nurse,2024-10-12,08:00 AM,06:00 PM,General Ward,10,6,1,08:00:00,18:00:00,10.0,False,2
S439,Nurse,2024-10-22,06:00 PM,07:00 PM,General Ward,8,2,1,18:00:00,19:00:00,1.0,True,0
S440,Nurse,2024-10-07,08:00 AM,06:00 PM,General Ward,11,1,1,08:00:00,18:00:00,10.0,True,3
S441,Surgeon,2024-10-11,07:00 AM,07:00 PM,General Ward,10,6,1,07:00:00,19:00:00,12.0,False,2
S442,Surgeon,2024-10-20,08:00 AM,07:00 PM,ER,8,5,4,08:00:00,19:00:00,11.0,False,0
S443,Surgeon,2024-10-05,08:00 AM,07:00 PM,ER,8,3,1,08:00:00,19:00:00,11.0,False,0
S444,Surgeon,2024-10-27,07:00 AM,07:00 PM,ICU,9,2,4,07:00:00,19:00:00,12.0,False,1
S445,Technician,2024-10-14,06:00 PM,06:00 PM,General Ward,10,2,0,18:00:00,18:00:00,0.0,True,2
S446,Technician,2024-10-28,06:00 PM,07:00 PM,General Ward,9,8,0,18:00:00,19:00:00,1.0,True,1
S447,Nurse,2024-10-20,08:00 AM,06:00 PM,ER,9,7,3,08:00:00,18:00:00,10.0,False,1
S448,Nurse,2024-10-12,07:00 AM,06:00 PM,ICU,9,5,0,07:00:00,18:00:00,11.0,False,1
S449,Technician,2024-10-10,08:00 AM,06:00 PM,ICU,9,5,3,08:00:00,18:00:00,10.0,False,1
S450,Nurse,2024-10-22,08:00 AM,07:00 PM,ICU,8,8,2,08:00:00,19:00:00,11.0,False,0
S451,Technician,2024-10-26,06:00 PM,06:00 AM,ICU,8,8,2,18:00:00,06:00:00,12.0,False,0
S452,Surgeon,2024-10-03,08:00 AM,07:00 PM,ICU,10,1,2,08:00:00,19:00:00,11.0,False,2
S453,Technician,2024-10-07,07:00 AM,06:00 PM,ICU,8,9,2,07:00:00,18:00:00,11.0,False,0
S454,Surgeon,2024-10-15,07:00 AM,07:00 PM,ER,10,8,1,07:00:00,19:00:00,12.0,False,2
S455,Nurse,2024-10-12,06:00 PM,06:00 PM,ER,11,1,0,18:00:00,18:00:00,0.0,True,3
S456,Technician,2024-10-15,06:00 PM,06:00 AM,General Ward,11,3,1,18:00:00,06:00:00,12.0,False,3
S457,Surgeon,2024-10-17,08:00 AM,07:00 PM,ER,8,9,4,08:00:00,19:00:00,11.0,False,0
S458,Nurse,2024-10-27,07:00 AM,06:00 AM,General Ward,11,4,1,07:00:00,06:00:00,23.0,False,3
S459,Surgeon,2024-10-11,07:00 AM,06:00 AM,ICU,9,7,2,07:00:00,06:00:00,23.0,False,1
S460,Nurse,2024-10-10,07:00 AM,06:00 AM,ER,8,8,2,07:00:00,06:00:00,23.0,False,0
S461,Technician,2024-10-17,08:00 AM,07:00 PM,ICU,11,6,1,08:00:00,19:00:00,11.0,False,3
S462,Surgeon,2024-10-01,06:00 PM,06:00 PM,ER,10,4,3,18:00:00,18:00:00,0.0,True,2
S463,Nurse,2024-10-17,07:00 AM,06:00 AM,ER,9,9,1,07:00:00,06:00:00,23.0,False,1
S464,Nurse,2024-10-05,08:00 AM,07:00 PM,General Ward,11,5,0,08:00:00,19:00:00,11.0,False,3
S465,Nurse,2024-10-05,08:00 AM,06:00 PM,ER,11,5,4,08:00:00,18:00:00,10.0,True,3
S466,Technician,2024-10-28,08:00 AM,06:00 AM,ICU,10,4,0,08:00:00,06:00:00,22.0,False,2
S467,Technician,2024-10-12,08:00 AM,06:00 AM,ER,9,8,4,08:00:00,06:00:00,22.0,False,1
S468,Nurse,2024-10-21,06:00 PM,06:00 PM,ICU,10,3,4,18:00:00,18:00:00,0.0,True,2
